TransactionID,ProductCategory,ProductID,QuantitySold,RevenueGenerated,TransactionTimestamp
71,Furniture,2001,8,5521.59,2023-09-08 04:24:00
72,Clothing,3005,1,743.34,2023-11-19 00:29:00
73,Books,5005,3,658.24,2023-11-02 21:55:00
74,Clothing,3001,6,1966.65,2023-08-26 18:02:00
75,Books,5002,4,3399.52,2023-01-11 14:13:00
76,Sports,4004,7,5661.33,2023-12-31 18:44:00
77,Books,5003,9,8930.94,2023-09-14 11:55:00
78,Books,5004,6,1711.81,2023-03-27 19:56:00
79,Books,5002,9,6249.45,2023-11-05 00:22:00
80,Sports,4001,10,670.39,2023-07-02 08:15:00
81,Electronics,1004,8,4396.09,2023-09-02 02:42:00
82,Sports,4005,9,8144.66,2023-03-25 16:34:00
83,Electronics,1005,8,2861.78,2023-07-29 13:03:00
84,Furniture,2002,5,3709.34,2023-09-08 00:12:00
85,Books,5003,5,2484.62,2023-12-08 15:54:00
86,Clothing,3002,9,6891.82,2023-12-29 21:27:00
87,Electronics,1005,6,2212.7,2023-07-12 09:58:00
88,Clothing,3005,2,379.22,2023-05-16 14:57:00
89,Clothing,3005,10,5511.16,2023-03-29 00:49:00
90,Furniture,2003,10,7671.82,2023-05-15 11:48:00
91,Books,5002,1,977.16,2023-12-15 00:58:00
92,Furniture,2004,10,3408.15,2023-09-16 01:21:00
93,Electronics,1004,6,4397.05,2023-03-21 03:01:00
94,Clothing,3002,7,4614.3,2023-06-12 10:32:00
95,Sports,4004,5,313.26,2023-09-14 15:23:00
96,Furniture,2004,5,2126.25,2023-01-11 14:02:00
97,Books,5005,8,3031.33,2023-01-30 13:01:00
98,Books,5005,2,615.44,2023-09-03 08:16:00
99,Books,5002,10,1133.53,2023-02-02 07:43:00
100,Furniture,2005,3,971.51,2023-03-29 12:23:00
101,Books,5003,5,3065.55,2023-07-14 22:59:00
102,Furniture,2001,9,1498.19,2023-12-22 22:17:00
103,Clothing,3004,3,1782.14,2023-01-10 19:30:00
104,Electronics,1005,2,1183.84,2023-11-14 07:36:00
105,Sports,4003,1,760.68,2023-09-05 13:54:00
106,Sports,4001,6,1303.87,2023-09-26 03:09:00
107,Furniture,2005,9,3346.9,2023-05-12 16:39:00
108,Electronics,1005,4,2268.36,2023-01-21 12:13:00
109,Electronics,1002,8,1332.54,2023-08-13 05:37:00
110,Sports,4004,5,275.23,2023-05-14 06:17:00
111,Clothing,3005,1,153.5,2023-04-20 11:15:00
112,Electronics,1004,6,5568.83,2023-05-05 07:10:00
113,Books,5005,6,5983.1,2023-02-17 08:24:00
114,Sports,4003,8,4217.4,2023-10-10 02:13:00
115,Books,5003,7,3522.71,2023-01-23 18:47:00
116,Sports,4002,2,1914.68,2023-06-22 23:11:00
117,Furniture,2003,6,1243.67,2023-08-02 01:51:00
118,Sports,4001,9,1527.75,2023-03-18 14:49:00
119,Clothing,3001,10,412.43,2023-11-15 04:20:00
120,Electronics,1001,2,112.59,2023-01-12 17:39:00
121,Books,5003,5,133.99,2023-03-18 19:41:00
122,Clothing,3005,3,2918.05,2023-08-07 09:26:00
123,Clothing,3002,6,124.73,2023-09-19 00:29:00
124,Sports,4001,4,758.39,2023-01-23 03:10:00
125,Books,5004,8,2419.01,2023-10-02 18:32:00
126,Furniture,2004,10,5868.9,2023-04-20 22:29:00
127,Electronics,1004,7,2904.68,2023-08-17 23:10:00
128,Electronics,1001,5,4679.18,2023-06-21 19:23:00
129,Furniture,2005,9,1992.21,2023-03-11 00:08:00
130,Furniture,2004,4,1696.34,2023-01-15 23:29:00
131,Furniture,2002,2,478.89,2023-02-18 21:57:00
132,Sports,4004,6,3301.91,2023-04-28 09:01:00
133,Sports,4004,9,4814.57,2023-10-23 05:31:00
134,Electronics,1005,8,2524.25,2023-09-02 14:12:00
135,Furniture,2002,4,3966.64,2023-09-19 00:45:00
136,Electronics,1005,5,784.94,2023-01-24 07:49:00
137,Furniture,2002,10,3464.1,2023-11-04 06:12:00
138,Electronics,1002,8,4490.3,2023-10-15 15:08:00
139,Furniture,2001,9,4082.89,2023-06-18 04:16:00
140,Books,5005,4,2634.12,2023-01-03 09:32:00
141,Books,5003,7,448.64,2023-12-05 04:39:00
142,Furniture,2003,2,1762.58,2023-11-29 19:04:00
143,Sports,4003,8,4633.28,2023-11-30 21:49:00
144,Clothing,3002,3,826.55,2023-04-27 09:13:00
145,Sports,4004,9,4769.5,2023-05-25 18:06:00
146,Furniture,2001,5,2011.01,2023-01-10 11:35:00
147,Books,5003,5,4801.72,2023-09-03 02:16:00
148,Clothing,3004,6,1010.69,2023-05-03 14:30:00
149,Clothing,3005,4,835.52,2023-06-15 09:29:00
150,Clothing,3005,2,1791.93,2023-04-10 18:26:00
151,Clothing,3005,6,1570.53,2023-12-19 01:33:00
152,Furniture,2003,7,6141.98,2023-01-19 08:46:00
153,Sports,4005,8,3346.51,2023-08-21 17:36:00
154,Sports,4003,1,486.07,2023-02-21 19:08:00
155,Sports,4003,7,2921.59,2023-04-06 21:49:00
156,Books,5004,6,4164.75,2023-05-26 23:04:00
157,Clothing,3002,9,5153.7,2023-07-18 02:44:00
158,Sports,4004,10,5080.62,2023-02-22 12:43:00
159,Books,5004,4,1873.77,2023-08-01 09:49:00
160,Furniture,2001,10,5494.91,2023-09-23 02:29:00
161,Electronics,1001,5,2859.3,2023-04-13 01:07:00
162,Clothing,3005,10,9558.13,2023-04-20 10:53:00
163,Electronics,1004,10,8481.29,2023-06-03 10:42:00
164,Sports,4004,8,2388.34,2023-04-22 06:55:00
165,Clothing,3002,9,8477.98,2023-06-01 03:02:00
166,Books,5005,5,4690.7,2023-12-21 04:15:00
167,Furniture,2003,4,1551.06,2023-01-21 17:11:00
168,Sports,4004,1,217.17,2023-03-28 20:07:00
169,Clothing,3003,4,728.21,2023-01-25 02:06:00
170,Furniture,2002,4,1950.08,2023-09-02 20:38:00
171,Furniture,2001,1,538.66,2023-03-08 08:07:00
172,Electronics,1005,5,4309.53,2023-08-14 09:22:00
173,Furniture,2003,4,3840.65,2023-07-13 06:23:00
174,Electronics,1004,5,457.95,2023-10-15 00:14:00
175,Clothing,3002,1,174.32,2023-11-19 05:10:00
176,Furniture,2004,2,830.65,2023-10-13 05:01:00
177,Books,5003,3,1892.59,2023-04-12 11:27:00
178,Sports,4001,1,344.82,2023-08-14 06:55:00
179,Electronics,1003,8,372.68,2023-03-15 21:58:00
180,Furniture,2004,6,3732.34,2023-05-19 05:20:00
181,Electronics,1005,9,8302.2,2023-09-12 15:42:00
182,Electronics,1002,8,7923.95,2023-04-02 22:06:00
183,Clothing,3003,5,1780.46,2023-11-25 11:22:00
184,Books,5001,9,2318.47,2023-06-17 17:53:00
185,Books,5003,9,1691.32,2023-08-11 13:05:00
186,Sports,4004,3,1632.23,2023-11-05 22:27:00
187,Furniture,2003,7,2378.02,2023-06-06 08:25:00
188,Sports,4003,4,1464.05,2023-10-13 06:54:00
189,Electronics,1004,1,35.67,2023-11-02 13:00:00
190,Books,5005,9,6183.91,2023-10-06 19:02:00
191,Books,5001,3,458.74,2023-05-23 09:27:00
192,Clothing,3004,2,1339.45,2023-04-05 18:03:00
193,Furniture,2003,7,5215.79,2023-03-06 10:06:00
194,Furniture,2004,8,5865.76,2023-06-20 19:24:00
195,Books,5003,1,849.87,2023-03-01 22:57:00
196,Clothing,3003,9,3654.03,2023-08-21 06:11:00
197,Sports,4005,3,2678.01,2023-01-09 05:02:00
198,Furniture,2002,8,1456.29,2023-01-04 15:15:00
199,Sports,4001,3,2047.77,2023-09-18 19:17:00
200,Clothing,3002,10,2492.88,2023-01-18 09:50:00
201,Electronics,1003,1,663.84,2023-04-09 16:53:00
202,Furniture,2001,9,4626.93,2023-06-30 06:11:00
203,Sports,4002,5,4249.44,2023-01-10 05:41:00
204,Sports,4001,1,635.98,2023-06-09 08:55:00
205,Clothing,3005,1,108.96,2023-06-30 20:01:00
206,Clothing,3005,3,2543.6,2023-10-25 23:41:00
207,Electronics,1003,8,3894.35,2023-06-21 20:49:00
208,Electronics,1001,3,2931.27,2023-03-27 09:56:00
209,Books,5005,9,2868.55,2023-11-12 00:05:00
210,Electronics,1004,3,1143.45,2023-01-25 11:23:00
211,Electronics,1002,10,618.67,2023-09-05 20:08:00
212,Electronics,1005,5,4333.83,2023-01-27 09:43:00
213,Books,5001,1,907.34,2023-05-16 02:55:00
214,Books,5005,5,2478.3,2023-02-14 22:35:00
215,Electronics,1003,4,1506.19,2023-05-06 12:10:00
216,Books,5002,6,4846.53,2023-04-13 12:48:00
217,Books,5005,6,2503.08,2023-01-21 02:17:00
218,Sports,4005,8,2233.57,2023-09-07 09:04:00
219,Sports,4001,5,862.27,2023-11-12 04:05:00
220,Furniture,2001,9,439.98,2023-01-19 16:03:00
221,Furniture,2004,9,4678.53,2023-05-14 03:24:00
222,Furniture,2005,1,474.81,2023-06-21 21:01:00
223,Sports,4004,5,2635.8,2023-03-24 19:14:00
224,Electronics,1004,3,655.96,2023-05-26 23:47:00
225,Electronics,1001,2,1307.85,2023-12-06 15:44:00
226,Clothing,3001,4,844.27,2023-06-12 23:39:00
227,Electronics,1005,7,3861.33,2023-05-18 17:47:00
228,Books,5005,3,1594.96,2023-04-08 11:58:00
229,Furniture,2001,9,266.54,2023-09-07 01:52:00
230,Clothing,3001,10,3531.34,2023-05-07 06:36:00
231,Sports,4001,8,5908.63,2023-06-29 13:31:00
232,Books,5002,8,4675.81,2023-08-11 10:36:00
233,Books,5002,9,5765.58,2023-08-25 04:33:00
234,Electronics,1001,5,3913.3,2023-01-03 03:21:00
235,Furniture,2003,5,1624.91,2023-03-27 13:16:00
236,Electronics,1002,6,1934.93,2023-08-18 22:32:00
237,Sports,4002,4,3042.83,2023-07-15 21:31:00
238,Clothing,3005,2,1283.85,2023-02-10 20:42:00
239,Furniture,2001,1,55.85,2023-07-29 07:59:00
240,Furniture,2001,6,1012.95,2023-09-28 14:49:00
241,Furniture,2003,9,5704.72,2023-03-16 16:30:00
242,Electronics,1002,5,415.02,2023-08-21 12:52:00
243,Books,5005,9,1702.55,2023-11-29 13:06:00
244,Clothing,3004,8,2276.02,2023-12-12 01:23:00
245,Electronics,1001,4,2780.57,2023-12-11 08:36:00
246,Electronics,1002,5,1806.95,2023-05-12 08:29:00
247,Electronics,1001,9,5410.07,2023-01-05 23:37:00
248,Furniture,2004,10,9675.08,2023-07-20 19:35:00
249,Clothing,3005,10,9442.48,2023-04-14 14:56:00
250,Electronics,1005,1,670.52,2023-08-21 00:25:00
251,Sports,4004,4,1926.0,2023-08-18 18:14:00
252,Electronics,1005,9,847.55,2023-05-09 03:04:00
253,Clothing,3001,1,270.75,2023-12-13 07:48:00
254,Furniture,2001,2,1319.92,2023-07-23 04:11:00
255,Furniture,2003,6,2424.18,2023-06-08 14:40:00
256,Books,5002,5,1937.75,2023-12-31 03:30:00
257,Clothing,3005,3,999.04,2023-07-16 09:00:00
258,Furniture,2003,1,743.49,2023-05-10 18:02:00
259,Electronics,1005,5,3383.19,2023-04-11 08:25:00
260,Books,5004,2,583.04,2023-03-23 23:04:00
261,Electronics,1004,5,2735.75,2023-10-31 07:49:00
262,Books,5002,4,3637.14,2023-07-21 02:20:00
263,Sports,4002,6,197.81,2023-07-03 00:53:00
264,Clothing,3004,3,2114.24,2023-06-02 22:14:00
265,Electronics,1005,6,5075.84,2023-01-05 04:55:00
266,Sports,4004,10,1620.79,2023-09-24 10:44:00
267,Electronics,1005,3,1419.89,2023-01-17 19:34:00
268,Books,5004,10,8196.61,2023-05-19 08:42:00
269,Sports,4004,6,2238.13,2023-10-04 17:51:00
270,Clothing,3002,1,219.83,2023-06-19 12:26:00
271,Books,5004,10,9099.96,2023-01-20 15:54:00
272,Books,5004,10,213.95,2023-11-06 15:06:00
273,Electronics,1001,4,3075.61,2023-03-08 06:36:00
274,Books,5003,3,1445.57,2023-09-07 07:20:00
275,Clothing,3003,2,381.75,2023-02-05 22:44:00
276,Electronics,1001,4,1200.3,2023-08-12 05:04:00
277,Clothing,3001,7,3849.68,2023-11-24 10:45:00
278,Books,5004,10,1186.55,2023-02-03 21:50:00
279,Clothing,3001,4,1726.16,2023-05-26 20:34:00
280,Clothing,3003,8,772.46,2023-07-03 13:16:00
281,Furniture,2001,6,1678.99,2023-07-17 06:33:00
282,Electronics,1001,10,5921.54,2023-08-11 04:42:00
283,Sports,4005,5,1305.34,2023-07-22 21:31:00
284,Books,5001,8,7224.72,2023-02-05 16:17:00
285,Sports,4002,3,1562.34,2023-05-12 19:45:00
286,Sports,4004,7,2789.85,2023-03-09 17:00:00
287,Furniture,2002,1,151.82,2023-10-16 14:20:00
288,Books,5002,6,5024.16,2023-07-21 01:38:00
289,Furniture,2001,10,6436.77,2023-08-15 14:07:00
290,Books,5005,3,819.68,2023-12-19 19:53:00
291,Furniture,2001,10,7201.68,2023-07-10 01:30:00
292,Sports,4003,7,6992.45,2023-07-23 17:51:00
293,Furniture,2004,1,226.77,2023-01-13 19:12:00
294,Furniture,2005,5,527.68,2023-03-12 01:05:00
295,Sports,4002,1,423.79,2023-05-08 02:20:00
296,Furniture,2001,7,138.79,2023-04-23 19:47:00
297,Sports,4001,3,2368.61,2023-12-14 22:38:00
298,Clothing,3001,9,7857.93,2023-10-18 08:47:00
299,Electronics,1002,9,147.65,2023-07-04 19:58:00
300,Books,5005,9,2551.5,2023-05-22 13:03:00
301,Furniture,2002,2,1243.65,2023-11-30 15:44:00
302,Clothing,3002,6,3902.07,2023-05-26 21:48:00
303,Furniture,2004,9,1147.2,2023-11-21 03:01:00
304,Clothing,3005,6,3214.21,2023-01-15 01:51:00
305,Books,5004,5,2128.77,2023-03-28 18:36:00
306,Books,5002,7,1225.1,2023-06-21 11:23:00
307,Books,5004,7,89.64,2023-02-25 21:05:00
308,Furniture,2001,7,1147.41,2023-07-17 08:43:00
309,Books,5004,6,5464.06,2023-03-12 23:16:00
310,Clothing,3001,7,157.48,2023-08-05 21:01:00
311,Sports,4004,7,3788.68,2023-08-15 00:32:00
312,Books,5001,8,6480.69,2023-08-24 08:34:00
313,Electronics,1002,7,6551.55,2023-10-03 16:45:00
314,Sports,4003,1,360.4,2023-03-14 14:02:00
315,Furniture,2004,4,820.68,2023-06-19 10:53:00
316,Electronics,1004,7,285.19,2023-07-26 13:12:00
317,Clothing,3003,7,1321.56,2023-01-18 04:48:00
318,Furniture,2005,2,1948.1,2023-08-10 21:45:00
319,Sports,4003,9,5904.0,2023-03-31 14:47:00
320,Books,5004,4,952.26,2023-11-09 22:50:00
321,Electronics,1002,10,7659.29,2023-03-18 02:24:00
322,Electronics,1003,7,932.55,2023-03-27 17:57:00
323,Electronics,1003,2,598.76,2023-12-17 18:50:00
324,Books,5005,1,227.14,2023-09-04 13:34:00
325,Electronics,1003,7,4596.67,2023-12-19 18:13:00
326,Sports,4002,3,2237.15,2023-11-21 10:39:00
327,Furniture,2003,3,1636.4,2023-08-22 11:09:00
328,Books,5001,3,665.0,2023-12-13 14:31:00
329,Clothing,3002,7,5345.2,2023-09-17 05:11:00
330,Furniture,2001,7,3901.29,2023-05-20 15:05:00
331,Clothing,3004,7,4767.33,2023-08-15 10:54:00
332,Furniture,2005,3,2749.27,2023-05-22 18:31:00
333,Books,5003,6,4088.59,2023-11-16 00:10:00
334,Electronics,1005,4,2477.9,2023-04-01 06:59:00
335,Electronics,1005,4,3413.64,2023-11-10 23:41:00
336,Sports,4002,2,1941.78,2023-02-16 00:08:00
337,Sports,4001,1,909.47,2023-02-15 18:17:00
338,Sports,4001,6,3680.14,2023-06-24 07:53:00
339,Books,5004,8,7931.67,2023-09-25 05:09:00
340,Electronics,1001,2,1414.01,2023-02-26 15:58:00
341,Furniture,2002,7,257.94,2023-08-03 21:44:00
342,Sports,4005,3,1667.99,2023-10-13 11:28:00
343,Electronics,1005,2,264.15,2023-10-14 02:09:00
344,Sports,4005,2,505.49,2023-02-05 18:29:00
345,Sports,4003,5,2732.83,2023-01-19 19:30:00
346,Clothing,3005,1,874.73,2023-01-05 17:28:00
347,Furniture,2004,6,2324.34,2023-02-07 15:38:00
348,Clothing,3003,3,2465.86,2023-05-25 00:38:00
349,Clothing,3005,9,1723.6,2023-03-18 14:40:00
350,Books,5004,9,2283.93,2023-12-07 23:37:00
351,Books,5004,2,1196.12,2023-11-26 00:55:00
352,Books,5005,4,1515.97,2023-04-23 05:43:00
353,Clothing,3001,8,4448.44,2023-05-16 17:22:00
354,Furniture,2005,8,2773.83,2023-04-07 01:27:00
355,Furniture,2005,8,361.82,2023-08-17 03:36:00
356,Sports,4004,8,5634.22,2023-06-02 17:53:00
357,Sports,4004,6,3965.66,2023-09-23 22:28:00
358,Books,5002,7,3750.89,2023-06-22 00:38:00
359,Books,5005,2,207.03,2023-06-23 16:50:00
360,Electronics,1001,9,6128.36,2023-01-14 11:33:00
361,Furniture,2004,5,3707.77,2023-06-25 22:35:00
362,Electronics,1001,6,5863.51,2023-02-16 00:41:00
363,Furniture,2002,5,2233.93,2023-03-30 05:18:00
364,Sports,4005,5,3679.61,2023-07-08 11:15:00
365,Furniture,2002,1,811.78,2023-04-02 13:07:00
366,Clothing,3002,10,6944.48,2023-11-25 23:55:00
367,Clothing,3002,10,9012.66,2023-01-23 23:52:00
368,Electronics,1005,5,1569.67,2023-05-11 08:22:00
369,Sports,4002,2,1261.02,2023-11-30 10:09:00
370,Furniture,2002,6,5602.13,2023-06-17 23:14:00
371,Books,5001,6,1457.72,2023-09-07 14:21:00
372,Electronics,1001,9,8188.23,2023-11-11 23:43:00
373,Clothing,3001,8,5234.12,2023-12-31 17:28:00
374,Electronics,1003,9,5375.39,2023-08-27 10:16:00
375,Electronics,1002,1,27.66,2023-04-01 04:52:00
376,Clothing,3002,3,1209.93,2023-05-28 11:46:00
377,Clothing,3004,10,4471.82,2023-06-10 23:03:00
378,Books,5003,5,2043.61,2023-03-19 13:48:00
379,Books,5001,10,4222.46,2023-12-01 19:30:00
380,Books,5001,8,2953.61,2023-02-13 07:00:00
381,Furniture,2003,1,889.03,2023-03-20 10:47:00
382,Electronics,1005,8,932.31,2023-03-16 18:58:00
383,Electronics,1002,2,1522.14,2023-12-21 05:31:00
384,Clothing,3005,10,2725.78,2023-06-13 01:17:00
385,Electronics,1004,10,1636.94,2023-06-27 06:34:00
386,Sports,4003,5,4877.63,2023-10-30 00:55:00
387,Electronics,1005,1,243.32,2023-05-18 22:10:00
388,Electronics,1002,8,6158.39,2023-10-27 08:11:00
389,Electronics,1005,5,3984.89,2023-10-15 13:33:00
390,Books,5005,5,3811.58,2023-04-22 06:51:00
391,Electronics,1002,7,2937.22,2023-04-06 12:37:00
392,Books,5001,2,425.02,2023-11-13 21:44:00
393,Sports,4002,4,1736.57,2023-01-08 10:04:00
394,Electronics,1004,3,1662.38,2023-01-01 03:24:00
395,Furniture,2005,1,569.16,2023-02-07 00:27:00
396,Books,5005,4,1884.94,2023-02-07 11:38:00
397,Electronics,1002,5,714.87,2023-07-13 11:13:00
398,Electronics,1004,1,465.69,2023-08-26 12:01:00
399,Clothing,3004,9,5932.52,2023-04-03 00:31:00
400,Sports,4002,4,759.8,2023-01-24 10:07:00
401,Furniture,2005,1,140.09,2023-08-15 21:11:00
402,Electronics,1001,3,2139.79,2023-08-11 03:48:00
403,Clothing,3005,2,35.41,2023-01-18 01:33:00
404,Sports,4002,5,4793.06,2023-07-16 01:48:00
405,Books,5005,10,927.71,2023-01-08 20:13:00
406,Clothing,3005,2,1362.96,2023-05-16 02:47:00
407,Clothing,3001,8,1757.18,2023-09-25 07:56:00
408,Sports,4001,3,1051.4,2023-01-11 01:29:00
409,Clothing,3005,1,551.99,2023-11-13 04:55:00
410,Clothing,3001,8,1919.83,2023-08-23 09:13:00
411,Clothing,3001,8,1107.67,2023-09-23 22:37:00
412,Books,5002,8,3931.35,2023-03-05 13:27:00
413,Books,5002,5,3253.21,2023-12-09 06:40:00
414,Furniture,2002,5,3575.55,2023-07-10 18:35:00
415,Furniture,2003,6,5652.74,2023-12-29 23:03:00
416,Sports,4004,4,944.97,2023-12-29 18:26:00
417,Furniture,2003,3,1304.27,2023-12-10 19:30:00
418,Sports,4003,9,3815.31,2023-05-26 12:01:00
419,Clothing,3002,5,961.84,2023-08-02 20:57:00
420,Books,5003,6,2368.69,2023-06-28 00:06:00
421,Electronics,1002,4,495.07,2023-06-25 10:18:00
422,Electronics,1003,1,952.26,2023-08-12 23:34:00
423,Clothing,3002,3,1418.53,2023-01-01 07:30:00
424,Sports,4005,6,3723.69,2023-07-01 08:19:00
425,Furniture,2004,9,6945.58,2023-03-01 12:35:00
426,Sports,4004,4,109.76,2023-06-05 02:02:00
427,Furniture,2005,8,3811.37,2023-06-30 04:50:00
428,Books,5001,4,2312.59,2023-08-01 20:36:00
429,Sports,4003,3,375.5,2023-10-24 10:18:00
430,Furniture,2002,5,2382.07,2023-08-21 17:32:00
431,Books,5001,7,1693.88,2023-02-18 05:25:00
432,Sports,4002,5,2378.03,2023-11-27 04:06:00
433,Books,5003,4,3443.79,2023-08-24 13:26:00
434,Electronics,1001,9,4316.24,2023-12-02 07:15:00
435,Clothing,3001,9,5947.83,2023-04-18 15:02:00
436,Furniture,2003,10,9622.43,2023-03-26 10:19:00
437,Furniture,2001,1,39.23,2023-02-01 06:46:00
438,Electronics,1004,8,2011.26,2023-04-21 13:55:00
439,Electronics,1002,10,1034.0,2023-03-31 09:59:00
440,Clothing,3004,4,706.02,2023-10-19 13:19:00
441,Books,5002,1,912.32,2023-10-26 01:12:00
442,Sports,4003,5,1534.12,2023-09-10 19:13:00
443,Clothing,3001,4,882.0,2023-05-06 06:24:00
444,Furniture,2002,1,408.38,2023-02-22 19:38:00
445,Sports,4003,7,1846.94,2023-10-07 03:01:00
446,Furniture,2004,4,1022.15,2023-03-04 23:03:00
447,Books,5004,8,7555.34,2023-07-05 21:40:00
448,Clothing,3005,6,685.55,2023-05-09 22:37:00
449,Books,5003,8,5709.5,2023-02-25 03:21:00
450,Books,5005,4,1856.88,2023-09-27 14:53:00
451,Sports,4001,10,7936.69,2023-12-25 08:37:00
452,Books,5003,6,505.1,2023-12-27 17:11:00
453,Sports,4005,9,3698.76,2023-10-26 22:39:00
454,Sports,4004,9,5345.97,2023-07-18 18:24:00
455,Electronics,1001,5,4225.23,2023-10-13 19:26:00
456,Sports,4005,1,875.71,2023-08-04 19:20:00
457,Sports,4001,9,171.11,2023-08-15 20:44:00
458,Sports,4001,5,1485.09,2023-12-21 00:00:00
459,Clothing,3003,8,7275.93,2023-09-08 10:06:00
460,Clothing,3001,10,1477.4,2023-11-06 12:03:00
461,Books,5005,9,4446.76,2023-07-26 22:21:00
462,Books,5001,2,1340.32,2023-08-13 04:47:00
463,Books,5005,4,599.31,2023-01-20 05:47:00
464,Clothing,3001,1,277.47,2023-08-20 14:58:00
465,Electronics,1002,5,3885.04,2023-12-14 02:05:00
466,Furniture,2003,7,5742.04,2023-12-01 01:25:00
467,Books,5004,3,2858.83,2023-06-01 00:33:00
468,Books,5004,3,1963.93,2023-06-03 23:40:00
469,Electronics,1005,2,762.95,2023-08-27 23:05:00
470,Books,5004,1,636.56,2023-06-05 14:29:00
471,Clothing,3004,9,2765.47,2023-01-23 17:18:00
472,Electronics,1003,2,764.36,2023-04-15 06:44:00
473,Books,5004,7,4137.76,2023-11-13 07:59:00
474,Electronics,1002,3,1756.98,2023-05-02 04:58:00
475,Books,5003,9,7355.04,2023-11-28 04:43:00
476,Furniture,2003,9,202.77,2023-06-02 11:44:00
477,Furniture,2002,6,583.69,2023-01-19 23:47:00
478,Electronics,1002,7,4651.55,2023-07-12 09:37:00
